Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Yellows,6.0,1119.44057223,72678.3445799,Environment,373.14685741,Yes,194.771423467,Yes,Male,By_16:00,0.794125818415,0.0673580381554,5.43406622251,8.00287335413,3.0686730356,4.48587177787,5400.0,32.4882270303,308.865368606,,37743.5844832,,37935.9073993,17.5745659578,368.326696805,56.2084737932,139621.724052,90.0,Below_30,3.0,508.830774,13.0,Car,Hightech,422.749599816,0.0,No
Purples,8.0,499.853083465,61277.7397464,Social,166.617694488,No,367.774502789,Yes,Male,By_16:00,0.719861043617,0.892168712569,8.42454497702,5.46289296821,0.429990822449,7.63567105168,3562.0,82.1867196588,372.119427829,4421.98388355,,No,135258.084902,19.2903972958,227.268325745,94.1230244702,27938.0738111,70.0,30-45,,688.41923879,9.0,Public_or_other,Industry_or_other,633.468606929,1.0,No
Greens,10.0,31.2707963052,3178.3702225,Healthcare,10.4235987684,No,304.920622245,Yes,Female,After_16:00,0.29204459372,0.515183776151,7.27406769758,1.77618588088,2.89327287814,4.84008102445,9693.0,44.7068201611,504.693335975,4058.5928944,60166.2961249,No,,22.4653808331,237.336418775,40.6125493813,129.075010053,80.0,30-45,4.0,802.263426966,11.0,Foot_or_bicycle,Industry_or_other,635.094724728,0.0,Yes
Blues,10.0,1469.64159722,206145.613855,Financial,489.880532405,Yes,420.807932176,Yes,Female,After_16:00,0.549861572683,0.249111866346,2.5298709143,4.23084588489,4.15757091017,9.29603719851,3354.0,82.4113466078,445.486843493,5099.05300875,58148.5996529,Yes,177079.315782,21.1065592528,193.259188699,26.3669544132,240482.816562,60.0,30-45,3.0,776.843242066,10.0,Car,Public_Sector,667.648579409,0.0,Yes
Purples,3.0,1024.88070122,162395.898055,Education,341.626900408,No,475.360394222,Yes,Male,By_16:00,0.624679325148,0.192947617732,8.36358149303,6.75512077054,4.93473579176,1.05894316453,6600.0,91.8637912488,455.511787139,5664.6275165,56064.2882567,No,225967.504395,21.3427221117,50.8889049723,92.7586440463,117060.565983,100.0,30-45,4.0,708.414443147,15.0,Car,Public_Sector,501.835590599,0.0,Yes
Pinks,8.0,231.552835431,55188.3258464,Environment,77.1842784769,No,715.020298634,No,Female,After_16:00,0.982531676302,0.476077666739,3.0526271509,7.66986839706,5.71832729038,1.3062796602,4905.0,5.4377626162,680.066359047,8510.33570443,78827.6666778,No,511254.027459,26.0780819664,282.435368415,5.43876392767,6044.59712248,90.0,45_and_up,0.0,950.23594599,10.0,Foot_or_bicycle,Services_or_Retail,533.348385968,1.0,No
Browns,4.0,509.599709544,49775.3455302,Environment,169.866569848,No,293.026141487,Yes,Male,After_16:00,0.562042886391,0.325511839939,9.32265043026,2.43467941182,3.02873952081,9.92449905956,5537.0,14.9507869268,350.340278754,3630.94197238,42022.7595758,No,85864.3195946,18.7173790567,277.341175419,62.9934142577,29034.5181218,90.0,Below_30,3.0,540.567405684,9.0,Foot_or_bicycle,Industry_or_other,391.917081314,1.0,No
Greens,8.0,809.147576535,,Healthcare,269.715858845,No,285.606295245,Yes,Male,After_16:00,0.706521424698,0.458303306019,9.38661684748,1.99524011929,5.23491669213,4.12792674964,9189.0,85.8377361437,500.280230278,3856.62341301,59610.0465414,No,81570.9558838,22.3669450368,256.349414163,72.0132973976,73026.3603713,80.0,30-45,1.0,799.080686774,12.0,Car,Industry_or_other,640.535699999,2.0,No
Blues,3.0,1918.24764427,119482.484715,Environment,639.415881425,Yes,186.861928497,Yes,Male,After_16:00,0.665315267164,0.422704054043,3.82795380196,6.93293831311,6.55961051816,1.74794330029,7985.0,65.3489046264,279.63938945,2427.89806387,25883.5915304,Yes,34917.3803216,16.7224217579,618.24585265,5.54234771989,409502.0853,90.0,30-45,3.0,277.661373571,15.0,Motorcycle_or_truck,Industry_or_other,14.599460432,0.0,Yes
Purples,4.0,517.429156117,67904.758657,Financial,172.476385372,No,393.704671573,Yes,Male,After_16:00,0.971740468405,0.932151153451,,3.05671490263,2.46620790334,5.53336532786,6746.0,12.6123384805,521.657708961,4980.36213365,59262.7148669,No,155003.368418,22.8398272533,112.24258951,25.0640717335,29930.5798964,60.0,Below_30,3.0,744.451942903,9.0,Foot_or_bicycle,Hightech,471.179075362,1.0,Yes
Purples,1.0,433.16842477,48297.717993,Financial,144.389474923,No,334.496112121,Yes,Female,After_16:00,0.157541395165,0.868378574261,9.99885911588,3.75835398445,0.444624577649,1.90083206166,5478.0,2.27047016378,466.499238262,4277.95959773,54813.5665132,No,111887.649024,21.5985934325,169.38780097,33.9321112027,21002.7099436,60.0,30-45,0.0,709.977046217,10.0,Foot_or_bicycle,Student_or_Unemployed,513.356241138,0.0,Yes
Greens,8.0,545.702178658,49366.8722407,Environment,181.900726219,No,271.394585754,Yes,Female,By_16:00,0.902956154663,0.815634168452,5.22736660903,2.11799836019,0.843569994904,0.276934318244,3237.0,67.292006826,503.041063744,3720.02798503,59610.0407316,No,73655.0211767,22.4285769442,268.838366974,1.97674729861,33279.7749253,90.0,Below_30,1.0,800.594843646,13.0,Motorcycle_or_truck,Industry_or_other,641.436855402,0.0,Yes
Greens,2.0,213.255214628,20136.7795963,Financial,71.0850715427,No,283.277193921,Yes,Male,By_16:00,0.401746009476,0.0922408935148,4.00318574859,6.02008074988,0.992691793945,6.41910094768,8766.0,36.2930872245,470.976735813,3774.72541084,57156.4209794,No,80245.9685957,21.701998429,258.298682389,93.6349426396,5134.17246777,60.0,45_and_up,3.0,770.958299399,11.0,Public_or_other,Services_or_Retail,637.503035549,1.0,Yes
Blues,4.0,1664.228518,188723.118507,Education,554.742839332,Yes,340.199287176,Yes,Female,By_16:00,0.519395554671,0.782158987597,7.54173576366,3.86336518452,7.809490168,6.99447269551,3083.0,70.2632771106,193.200394113,3788.39365999,30296.7918802,Yes,115735.554995,13.8996544602,,84.3131169211,308304.36063,100.0,30-45,1.0,404.799684923,16.0,Public_or_other,Services_or_Retail,393.798803007,1.0,No
Browns,9.0,521.142631332,48184.3927505,Financial,173.714210444,No,277.377381087,Yes,Male,By_16:00,0.619718166767,0.584474627627,3.25203399407,5.18020160962,3.39799981099,4.99800899532,8681.0,93.9935083268,344.728467188,3463.23074525,40588.6114989,No,76938.2115387,18.5668647646,305.104706275,23.1604962843,30360.3411206,60.0,30-45,1.0,518.317676957,6.0,Motorcycle_or_truck,Public_Sector,360.648636757,3.0,Yes
Browns,7.0,196.985659544,20018.6429296,Social,65.6618865148,No,304.874623501,Yes,Female,By_16:00,0.587446840247,0.333853838034,7.70583081059,4.27342256298,1.28419621615,1.44234147621,4098.0,79.4204749865,366.856660176,3782.45955536,43867.7696783,No,92948.5360549,19.1535025564,254.264437523,89.6479169838,4387.1452272,70.0,Below_30,0.0,563.622984002,6.0,Car,Industry_or_other,405.929054987,1.0,Yes
Greens,7.0,265.971868095,23493.319729,Social,88.6572893649,No,264.990277701,Yes,Female,After_16:00,0.455899664899,0.528487038799,8.94118772587,2.54055547528,6.72879140591,8.23756646831,3772.0,56.0220754007,519.386643977,3688.67606496,61163.3047691,No,70219.8472759,22.7900558134,283.20871738,76.0840297677,7958.7722469,70.0,45_and_up,1.0,822.371758003,10.0,Motorcycle_or_truck,Public_Sector,656.849501307,4.0,Yes
Purples,6.0,95.9434930592,13583.6208944,Healthcare,31.9811643531,No,424.738159764,Yes,Female,After_16:00,0.281297709094,0.655707236845,1.03332532803,8.38194276439,1.78735019406,3.0178851448,5817.0,76.2532086112,376.232691282,4999.8469802,49591.7363531,No,180402.50436,19.39671857,148.697633545,39.5727184135,1064.77603773,80.0,30-45,1.0,647.878288882,11.0,Public_or_other,Public_Sector,533.590101503,0.0,No
Blues,7.0,1367.93823085,246541.27175,Financial,455.979410283,Yes,540.685097157,No,Male,By_16:00,0.838259998476,0.718361275969,0.598951205611,9.91718834499,9.35307650128,5.84284140263,8225.0,23.0560075957,211.956339193,5830.76364996,32480.7067126,Yes,292340.374288,14.5587203831,367.561914337,10.2402380202,208383.202012,60.0,30-45,3.0,382.493409022,8.0,Motorcycle_or_truck,Industry_or_other,275.328388065,0.0,No
Reds,5.0,272.719616134,43710.2670008,Foreign_Affairs,90.9065387115,No,480.826435814,Yes,Female,By_16:00,0.483461791417,0.708328919485,7.4501882703,1.32123380667,2.6486009662,0.0532851810567,5567.0,14.1859982396,412.094097063,5632.45255226,53430.0475011,Maybe,231194.061377,20.3001009126,96.2823043876,13.2062993944,8364.90531921,40.0,45_and_up,2.0,686.107990226,10.0,Foot_or_bicycle,Public_Sector,534.281318577,0.0,Yes
Greens,10.0,523.019145928,47659.2693962,Healthcare,174.339715309,No,273.370122875,Yes,Male,After_16:00,0.378923024284,,9.51272528851,8.6601360701,5.62732743565,7.70163453883,3274.0,33.8939255103,530.199329428,3794.09988761,61801.4350248,No,74731.2240809,23.026057618,268.505586971,53.3016415313,30578.6760495,80.0,Below_30,1.0,824.911986636,14.0,Foot_or_bicycle,Services_or_Retail,640.791155727,1.0,Yes
Pinks,1.0,468.436697541,108843.426943,Environment,156.145565847,No,697.063834975,No,Female,By_16:00,0.204939941876,0.765812761383,1.34573848685,8.75446112361,3.95860566292,1.9920579507,4916.0,88.6083913269,646.495856668,8263.63006308,74918.1077517,No,485897.990029,25.426282793,245.639293934,86.4413234871,24547.5832995,90.0,30-45,1.0,898.256002841,8.0,Motorcycle_or_truck,Industry_or_other,493.406696685,0.0,Yes
Browns,9.0,531.534022895,45488.8766319,Environment,177.178007632,No,256.741100321,Yes,Male,After_16:00,0.0737651602831,0.777449285844,7.32494334923,7.57644459372,1.42208871199,8.17591911647,6578.0,,353.196367855,3273.80373892,40689.5389256,No,65915.9925938,18.7935193047,320.898833543,63.292008359,31579.2243959,90.0,30-45,5.0,518.968901792,9.0,Foot_or_bicycle,Services_or_Retail,,0.0,No
Browns,2.0,703.04541,77296.3869676,Healthcare,234.34847,No,329.83525332,Yes,Male,After_16:00,0.371698993258,0.832419397775,0.582399251871,4.87242888194,5.05775980186,7.08700302755,4764.0,7.27390358225,379.286724339,4056.92598188,45100.6582748,No,108791.294333,19.4752849617,232.298548944,36.6200483637,55163.5538613,80.0,Below_30,3.0,573.265947265,8.0,Motorcycle_or_truck,Services_or_Retail,397.848740056,0.0,No
Reds,8.0,924.871023509,145994.850592,Foreign_Affairs,308.29034117,No,473.562843514,Yes,Female,After_16:00,0.645818318473,0.139433182077,8.4611698403,8.43665677123,2.24317722023,4.06968761235,8545.0,46.5158361243,373.720791113,5483.07001737,49078.8834448,Maybe,224261.766757,19.3318594841,130.012464827,95.7118293969,95361.2247996,40.0,30-45,3.0,625.675688005,10.0,Car,Services_or_Retail,483.941383303,1.0,No
Oranges,10.0,109.255479776,14137.6675422,Military,36.4184932587,No,388.200232277,Yes,Female,After_16:00,0.073133819038,0.722135340329,8.62789032515,6.17168713128,0.429062726907,5.40161106037,7741.0,36.873857351,374.080580287,,48198.63514,Maybe,150699.42034,19.3411628473,168.556590484,68.3205907932,1372.72514449,30.0,30-45,1.0,629.248736102,6.0,Foot_or_bicycle,Public_Sector,507.512381232,2.0,No
Browns,5.0,242.253454694,25687.9493267,Financial,80.7511515646,No,318.112482967,Yes,Male,By_16:00,0.0282834006939,0.220915247221,4.99639775371,6.69663726119,1.96035075001,0.229343655519,3400.0,55.042027426,367.104270014,3915.3333697,43856.8333066,No,101195.551819,19.1599652926,248.6156511,88.5971418815,6611.49963057,60.0,Below_30,1.0,559.608993376,5.0,Motorcycle_or_truck,Public_Sector,394.807804134,1.0,No
Purples,8.0,97.1667240817,13272.4980714,Financial,32.3889080272,No,409.785290082,Yes,Female,By_16:00,0.70683395653,0.535986175062,7.59777318686,9.11184495082,6.72622928163,7.03488738043,6498.0,80.0273416564,430.793620066,4959.44014095,53307.3879528,No,167923.983967,20.755568411,114.881129915,57.8586645657,1091.43027122,60.0,Below_30,2.0,686.900361331,12.0,Foot_or_bicycle,Student_or_Unemployed,516.415148527,2.0,No
Reds,6.0,299.87879822,50827.7514724,Other,99.9595994066,No,508.482944851,No,Female,After_16:00,0.296676589875,0.618631297722,4.95911583537,2.62472893344,9.74944670685,1.05566731654,6688.0,78.5984090064,449.621003694,5984.0714559,56686.8690159,Maybe,258554.905204,21.2042685253,56.8385179605,37.2561865719,10101.8811129,50.0,Below_30,2.0,717.96325559,10.0,Foot_or_bicycle,Student_or_Unemployed,524.912115562,0.0,Yes
Pinks,4.0,229.180724668,57839.1190317,Environment,76.3935748892,No,757.120204357,No,Female,After_16:00,0.221676428569,0.0642461962998,3.66844222881,5.84464535583,9.74420689512,1.48715283955,9846.0,78.6273072241,687.853906164,8946.9098559,80499.6405671,No,573231.003846,26.2269690617,322.006844474,48.507649824,5922.37185925,90.0,30-45,1.0,968.699766417,10.0,Car,Industry_or_other,547.838460867,0.0,Yes
Purples,9.0,175.135638711,23747.7413431,Financial,58.378546237,No,406.788844085,Yes,Female,After_16:00,0.221777186496,0.733436127892,5.87784790434,8.15635896986,0.759440511465,7.88709068205,7997.0,78.6326101981,376.674105928,4821.23665271,49277.4589223,No,165477.163672,19.4080938252,157.796661661,23.6340184463,3476.43320698,60.0,Below_30,3.0,645.51427754,10.0,Car,Industry_or_other,531.657395593,1.0,No
Greens,7.0,498.831271725,41773.5117895,Environment,,No,251.228305986,Yes,Male,By_16:00,0.122884853045,0.2550883519,9.2339161085,2.2081658477,7.57354398258,1.44291873788,4996.0,4.45659835823,480.747797985,3473.77865583,57659.9694493,No,63115.6617287,21.9259617346,290.66880049,64.1519903438,27824.3479406,90.0,Below_30,2.0,782.345075062,13.0,Foot_or_bicycle,Hightech,649.098452552,1.0,Yes
Reds,7.0,212.665290505,33029.4603584,Foreign_Affairs,70.8884301682,No,,Yes,Male,By_16:00,0.71908987104,0.279866703786,1.01101913722,6.36585589033,9.2879483453,1.04513360886,3624.0,20.7785132108,411.713152966,5482.78472028,52433.5940324,Maybe,217096.208333,20.2907159304,94.6876318726,73.6177617684,5106.05796188,,Below_30,0.0,668.779606393,10.0,Car,Hightech,503.288369159,0.0,No
Purples,4.0,265.210870973,33746.5243734,Social,88.4036236576,No,381.732365453,Yes,Male,By_16:00,0.819899606984,0.755036439979,3.62660795916,5.83334395895,7.33846519608,0.101089717355,4198.0,28.2853514655,406.665777005,4630.65520854,49091.1363679,No,145719.598834,20.1659558912,163.011138513,49.8163451673,7913.60429945,70.0,45_and_up,1.0,623.051218345,13.0,Foot_or_bicycle,Industry_or_other,437.75756499,0.0,Yes
Purples,8.0,589.02463004,84037.6606131,Healthcare,196.341543347,No,428.017724526,Yes,Male,By_16:00,0.908802361228,0.658177960897,0.287944118027,2.87131773774,3.93867311999,0.507568325847,5748.0,84.853025456,494.10238978,5268.38202482,59875.0116702,No,183199.172508,22.2284140186,99.3924457325,88.5916471481,38756.3431871,80.0,30-45,3.0,771.635644359,10.0,Car,Hightech,568.283442209,0.0,Yes
Greys,5.0,393.307296459,66012.0666722,Military,131.102432153,No,503.51519486,No,Male,After_16:00,0.456714450615,0.407824818278,0.975835802965,9.33985907817,1.17493567988,4.78332002182,6904.0,47.5245911162,474.449694381,5984.05133736,56621.8831984,Maybe,253527.551455,21.7818661822,65.8619897805,12.2628548183,17328.9501486,30.0,Below_30,3.0,,9.0,Car,Student_or_Unemployed,439.397797187,0.0,No
Browns,9.0,318.462607429,31786.9851506,Financial,106.154202476,No,299.441608614,Yes,Female,After_16:00,0.748214119812,0.853616363136,1.7991953413,0.22159705637,9.31000703247,3.94619648578,8429.0,74.0440296708,360.446732166,3715.30955047,42771.2125486,No,89665.2769692,18.9854347374,270.230099969,95.6957144197,11384.8689059,60.0,45_and_up,4.0,546.628103048,6.0,Motorcycle_or_truck,Services_or_Retail,384.563766474,4.0,Yes
Yellows,5.0,1155.0704441,99472.2363545,Financial,385.023481365,Yes,,Yes,Female,By_16:00,0.784776125569,0.521345287096,7.65733637149,6.31395197706,1.66170768673,8.60987712629,8191.0,12.8287691157,337.213420444,3257.9637203,45381.5585674,Yes,66746.6280727,18.3633717069,311.16769516,14.6578529384,148638.104684,60.0,45_and_up,3.0,633.946408864,9.0,Public_or_other,Hightech,609.237923341,0.0,Yes
Browns,5.0,225.896514684,25114.7223896,Education,75.2988382279,No,333.533995752,Yes,Female,After_16:00,0.865980356,,8.8739015907,6.46050821757,9.08037706278,0.0457777408883,6396.0,0.885930820368,385.005957399,4105.35187231,45788.233227,No,111244.926322,19.6215686783,223.466877897,75.6854448235,5755.2138767,100.0,30-45,1.0,582.416994001,9.0,Foot_or_bicycle,Services_or_Retail,405.116465533,0.0,Yes
Blues,1.0,1739.05388125,242532.353694,Healthcare,579.684627082,Yes,418.386726789,Yes,Male,By_16:00,0.711640883004,0.0831135951448,6.59435152542,6.17921093479,3.29654980917,4.3842397118,6083.0,69.303983706,386.829790787,4957.52684946,41477.3706453,Yes,175047.453153,19.6679889869,378.062761138,49.7757266974,336623.951502,80.0,30-45,3.0,464.298811058,13.0,Foot_or_bicycle,Services_or_Retail,148.626653341,1.0,Yes
Purples,7.0,,36381.5691901,,90.3464439806,No,402.689553536,Yes,Male,By_16:00,0.307459441479,0.0853561526164,2.68600706011,6.68363419594,9.54425643897,8.88653092552,8359.0,1.02054653689,397.377295028,4821.65012542,51101.7380232,No,162158.876527,19.9343245441,147.526706376,69.6852697525,8262.82638392,80.0,Below_30,2.0,668.90486894,10.0,Public_or_other,Industry_or_other,541.992696122,1.0,Yes
Purples,3.0,189.7878198,26339.3457382,Education,63.2626066001,No,,Yes,Female,By_16:00,0.418568058871,0.545982756885,1.73141909763,8.33590973169,2.12108514505,6.08791369945,9842.0,13.5171270929,436.832542066,5037.15867912,54826.1076395,No,173346.789155,20.9005392769,119.121625638,68.852796685,4075.42000044,100.0,30-45,3.0,713.079118652,15.0,Public_or_other,Student_or_Unemployed,556.589789686,0.0,No
Greens,7.0,191.666439478,17681.0398409,Healthcare,63.8888131592,No,276.74703859,Yes,Male,After_16:00,0.500702222809,0.572400731035,9.86557764933,7.29947415646,9.92991609033,6.6875735973,5477.0,85.9892317792,503.276867674,3774.02412125,59575.6117602,No,76588.9233686,22.4338331026,261.001571095,4.14248793386,4155.66926005,80.0,Below_30,2.0,798.205682379,13.0,Car,Public_Sector,635.163595226,1.0,Yes
Purples,6.0,67.8364287666,8923.4327807,Education,22.6121429222,No,394.630124681,Yes,Male,After_16:00,0.75871781772,0.738526278641,0.26465470437,3.39310009498,6.36720442446,8.17354556406,9473.0,20.8535926882,417.981434743,4782.2641163,51890.0738522,No,155732.935306,20.444594267,133.945283336,8.59389731195,543.921150456,100.0,45_and_up,3.0,670.925585327,12.0,Foot_or_bicycle,Public_Sector,510.55856318,0.0,Yes
Browns,6.0,111.593340109,11264.7782605,Environment,37.1977800363,No,302.834692004,Yes,Female,After_16:00,0.148904405534,0.0443028509617,0.124252045061,2.19064484816,0.745299896225,8.81505379686,9146.0,2.86138264928,381.993311858,3792.33354375,44679.7513866,No,91708.850681,19.5446491874,254.714919649,24.2321467726,1430.87261967,90.0,30-45,3.0,,9.0,Foot_or_bicycle,Student_or_Unemployed,390.091159734,1.0,No
Browns,6.0,278.153490614,29158.5241697,Education,92.7178302046,No,314.486696953,Yes,Male,By_16:00,0.281383143039,0.27543486678,4.73192761652,0.799778455403,8.26405729167,8.25975053944,6917.0,5.70835985709,365.637618536,3876.1422066,43444.5881097,No,98901.8825602,19.1216531329,256.457597499,53.4074990312,8699.31386806,100.0,30-45,3.0,552.855238955,10.0,Foot_or_bicycle,Student_or_Unemployed,384.665425155,0.0,Yes
Purples,7.0,535.920138278,81956.0008569,Education,178.640046093,No,458.77731589,Yes,Female,By_16:00,0.818670271896,0.225005837623,3.03034219192,1.48195557063,3.33669439889,2.20114286058,5907.0,42.9051112849,391.164867539,5370.10289397,50401.9782551,No,210476.625575,19.7778883488,116.674520426,52.7932230616,,100.0,30-45,,643.786427197,15.0,Public_or_other,Hightech,491.720629646,0.0,No
Purples,4.0,409.374705288,54595.5813581,Environment,136.458235096,No,400.090044545,Yes,Female,By_16:00,0.284097662661,0.204544276698,6.3482800452,5.76093938434,5.2559266868,6.43929491984,8158.0,75.7223729743,533.128148189,5067.15674183,60719.7313499,No,160072.043744,23.0895679515,105.741501134,52.6143168798,18767.3081606,90.0,45_and_up,4.0,764.779745161,13.0,Motorcycle_or_truck,Industry_or_other,489.910814673,1.0,Yes
Browns,2.0,316.828300308,32776.7884847,Social,105.609433436,No,310.35852971,Yes,Male,After_16:00,0.0683793174103,0.722316040192,2.67865182366,0.528103185352,3.14092061715,8.17610169994,8723.0,44.8582359124,380.45603434,3864.49736578,44693.8403623,No,96322.4169639,19.5052822164,249.493802432,29.6654479345,11268.9618641,70.0,Below_30,,568.691123224,7.0,Public_or_other,,390.489678694,1.0,Yes
Purples,5.0,735.768928011,116589.757098,Education,245.256309337,No,475.379236575,Yes,Female,After_16:00,0.175364044495,0.428022707812,3.18717986345,5.69532125024,1.81139796739,2.718846309,9944.0,71.4319528546,504.301680031,5762.39572582,59055.8104821,No,225985.418567,22.4566622638,45.3293059004,82.9877571668,60405.9135789,100.0,45_and_up,1.0,732.501371726,13.0,Car,Public_Sector,462.183872082,,No
Blues,,1572.76410525,187359.237046,Financial,524.254701749,Yes,357.382082452,Yes,Female,By_16:00,0.255125571741,0.950831120601,3.24058800703,0.287545667961,6.50453553535,0.480779153295,3592.0,18.495622254,455.365441801,4484.55170812,58440.6037674,Yes,127721.952857,21.3392933763,243.984945889,36.8451296585,275377.247008,60.0,30-45,4.0,791.999128075,12.0,Public_or_other,Industry_or_other,692.864044417,0.0,Yes
Purples,2.0,91.2644767815,13215.1739805,Financial,30.4214922605,No,434.402555513,Yes,,By_16:00,0.106259459862,0.45228186436,8.8493536599,1.35387699353,4.39143506344,9.8764750571,8522.0,,433.911337615,5211.84823036,53022.7637366,No,188705.580236,20.830538582,96.414247608,15.0391340489,965.888683617,60.0,30-45,3.0,671.460748181,8.0,Motorcycle_or_truck,Public_Sector,475.000577553,1.0,No
Pinks,7.0,236.102029293,22344.0776599,Education,78.7006764309,No,283.912142477,Yes,Male,After_16:00,0.994755124673,0.506021023961,9.6598320757,0.534531828016,2.73869530531,8.68362998823,8641.0,88.6005131993,342.175054071,,45465.6122344,No,80606.1046459,18.4979743234,278.374293179,90.8215257106,6282.49714711,100.0,45_and_up,2.0,624.720534361,11.0,Motorcycle_or_truck,Services_or_Retail,576.743542899,0.0,Yes
Browns,2.0,786.747829224,80651.77353,Environment,262.249276408,No,307.538593184,Yes,Male,After_16:00,0.130243854364,0.745646585943,7.19309519045,3.79758846713,0.538880599197,2.37225271296,8692.0,34.8651192151,,3836.17692653,,No,94579.9862974,19.5037303443,247.415785507,72.7199958405,69046.9322529,90.0,45_and_up,2.0,573.441052291,9.0,Motorcycle_or_truck,Public_Sector,400.662490726,1.0,No
Oranges,4.0,687.735496072,91500.9675773,Other,229.245165357,No,399.140228038,Yes,Female,By_16:00,0.474139689002,0.954320589313,0.941045009531,9.42696256097,0.686230245046,5.65602463903,4796.0,93.4356383281,337.149428281,4665.70113694,43790.2487761,Maybe,159312.921638,18.3616292382,201.895317261,56.5699422266,52792.591005,50.0,45_and_up,1.0,561.455261235,9.0,Foot_or_bicycle,Student_or_Unemployed,436.213505956,1.0,No
Greens,6.0,130.616014343,12299.0333392,Education,43.5386714476,No,282.485269537,Yes,Female,By_16:00,0.828085681424,0.755354878027,7.36324749654,4.78243945865,2.79750532005,2.20818008296,7620.0,3.49469683133,485.462521227,3795.77773783,58404.5308391,No,79797.9275056,22.0332140467,260.152073519,83.5013747448,1949.15458287,100.0,45_and_up,2.0,786.149134294,14.0,Car,Hightech,641.968676472,1.0,Yes
Blues,8.0,1439.91360627,131176.371943,Financial,479.971202088,Yes,273.300505056,Yes,Female,After_16:00,0.842686153715,0.322986029321,3.02551080938,2.67756821355,5.50772065064,2.97444273019,8247.0,37.7442284022,609.004369519,3951.0137896,68204.8039259,Yes,74693.1660638,24.6780138893,290.416632867,67.9251823807,230862.326036,,30-45,3.0,898.006717387,9.0,Public_or_other,Hightech,645.145468628,1.0,Yes
Purples,8.0,561.260407561,84579.3616351,Education,187.08680252,No,452.086200072,Yes,Female,After_16:00,0.38177110604,0.96418154845,,9.38177085249,0.0602199160494,2.26710027317,3304.0,33.4541898686,398.786060738,5318.4341222,51354.8905211,No,204381.932296,19.9696284577,112.580157462,44.8001166573,35198.5584798,100.0,Below_30,0.0,659.910428168,14.0,Foot_or_bicycle,Student_or_Unemployed,511.588706993,0.0,Yes
Blues,2.0,1341.01244133,173663.264741,Healthcare,447.00414711,Yes,388.504817826,Yes,Male,After_16:00,0.133848617086,0.282179323956,9.8027669196,1.47513452917,7.69163725898,6.32513835328,9411.0,77.7803747682,259.64492699,4404.33803224,30290.4944402,Yes,150935.993474,16.1135013883,457.763626909,17.2555933706,200269.711681,80.0,45_and_up,2.0,335.885663421,12.0,Public_or_other,Services_or_Retail,126.709494694,1.0,Yes
Whites,8.0,474.618889201,81221.2145606,Education,158.2062964,No,513.388002934,No,Female,By_16:00,0.86321876524,0.447291659657,9.62598304497,9.16006918531,8.69622813305,2.23134679487,4629.0,95.89415011,408.968724962,5951.81747927,51903.6488739,No,,20.2229751758,102.548673447,80.1806926494,25197.4385171,100.0,30-45,3.0,646.770540303,11.0,Motorcycle_or_truck,Industry_or_other,454.719775086,3.0,No
Yellows,8.0,929.710139111,205149.486091,Financial,309.903379704,Yes,661.978860274,No,Male,By_16:00,0.783578867326,0.348329378292,8.12260437291,9.88132347818,7.11718033766,5.1431614277,,38.1595105398,537.546472943,7694.88154863,68906.52034,Yes,438216.01145,23.1850484783,215.392659085,10.5180444196,96360.0081315,60.0,30-45,1.0,868.449752543,9.0,Foot_or_bicycle,Public_Sector,636.920081733,0.0,No
Purples,2.0,192.317597861,24286.4786559,Environment,64.1058659536,No,378.849552917,Yes,Female,By_16:00,0.0163706375752,0.364563423442,6.0293216561,1.622924814,6.22637289343,9.01751613244,6132.0,80.3517311579,438.633326275,4665.76218172,51772.2893874,No,143526.983746,20.9435748208,146.41998133,51.3986079488,4183.66791561,90.0,30-45,2.0,655.289316021,11.0,Car,Services_or_Retail,445.268734162,4.0,Yes
Whites,3.0,250.267726242,47340.8806643,Education,83.422575414,No,567.482847771,No,Male,After_16:00,0.422907170374,0.419393978082,9.48965193937,8.33782581147,3.89752143761,0.715203096624,7914.0,87.6273930538,414.996514665,6504.82150703,53020.298913,No,322036.782514,20.3714632431,122.908351538,67.0778242173,7052.74866411,100.0,30-45,1.0,651.405350753,10.0,Foot_or_bicycle,Student_or_Unemployed,442.320405555,0.0,No
